id,Title,Content,"Publication Authors_publication_author_name","Publication Year",DOI,"Publication URLs","RDC List_id","Book Title","BibTex Type","Journal Name",Number,"Network Ref"
22580,"Does compulsory volunteering affect subsequent behaviour?: Evidence from a natural experiment in Canada",,"Wei Yang",2013,,https://editorialexpress.com/cgi-bin/conference/download.cgi?db_name=cea2010&paper_id=648,MCM,,ARTICLE,"Department of Economics Working Paper Series",648,workpaper
22581,"Intergenerational implications of immigration policy on apprenticeship training and the educational distribution in Canada",,"James Ted McDonald,Christopher Worswick",2013,,http://economics.ca/cgi/jab?journal=cpp&article=v39s1p0165,"COOL,UNB",,ARTICLE,"Canadian Public Policy",S1,article
22582,"High school graduation rates among children of same-sex households",,"Douglas W. Allen",2013,,http://link.springer.com/article/10.1007/s11150-013-9220-y,BCI,,ARTICLE,"Review of Economics of the Household",4,article
22583,"Income inequality and health trajectories from mid to later life: Are Canadian and American differences widening?",,"Susan A. McDaniel,Amber Gazso",2013,,http://muse.jhu.edu/journals/international_journal_of_canadian_studies/v047/47.mcdaniel.html,PRC,,ARTICLE,"International Journal of Canadian Studies / Revue internationale des études canadiennes",1,article
22584,"CRDCN Keynote - History of the CRDCN, a quantum leap forward",,"Raymond Currie",2013,,https://www.youtube.com/watch?v=ra5jLApkqCo,"CRDCN,SWO",,MISC,,,video
22585,"Pathways to immigrant employment in the port-logistics sector",,"Peter V. Hall,Alireza Farahani,Kaleigh Johnston,Choo Ming-Yeak",2013,,http://mbc.metropolis.net/wp_2013.html,BCI,,ARTICLE,"Metropolis British Columbia Working Paper Series",13-Feb,workpaper
22586,"Association between exposure to suicide and suicidality outcomes in youth",,"Sonja A. Swanson,Ian Richard Colman",2013,,http://www.cmaj.ca/content/185/10/870.abstract,UAB,,ARTICLE,"Canadian Medical Association Journal (CMAJ)",10,article
22587,"The dynamics of entry and exit in post-secondary education",,"Joniada Milla",2013,,http://hdl.handle.net/10214/6602,SWO,,PHDTHESIS,,,phdthesis
22588,"Putting on the moves: Individual, household and community level determinants of long-distance moving in Canada",,"Ravi Pendakur,Nathan Young",2013,,http://www.demographic-research.org/volumes/vol29/28/default.htm,COOL,,ARTICLE,"Demographic Research",28,article
22589,"Oral pain and its covariates: findings from a Canadian population study",,"Vahid Ravaghi,Carlos Quiñonez,Paul J. Allison",2013,,http://www.jcda.ca/article/d3,MTL,,ARTICLE,"Journal of the Canadian Dental Association",d3,article
22590,"Longitudinal assessment of trait emotional intelligence: Measurement invariance and construct continuity from late childhood to adolescence",,"Kateryna V. Keefer,Ronald R. Holden,James D. A. Parker",2013,,http://psycnet.apa.org/psycinfo/2013-27986-001/,UTO,,ARTICLE,"Psychological Assessment",4,article
22591,"Neighbourhood deprivation and adolescent self-esteem: Exploration of the 'socio-economic equalisation in youth' hypothesis in Britain and Canada",,"James H. Fagg,Sarah E. Curtis,Steven Cummins,Stephen A. Stansfeld,Amélie Quesnel-Vallée",2013,,http://www.sciencedirect.com/science/article/pii/S0277953613001032,MTL,,ARTICLE,"Social Science and Medicine",August,article
22592,"The determinants and early labour market consequences of dropping out of shool in Canada: A longitudinal analysis",,"Stephen Childs,Ross Finnie,Torben Drewes,Stephen Childs",2013,,https://www.youtube.com/watch?v=x7HQxvWnJL4,"CRDCN,SWO",,MISC,,,video
22593,"From parent to child: Emerging inequality in outcomes for children in Canada and the United States",,"Peter Burton,Shelley Phipps,Lihui Zhang",2013,,http://link.springer.com/article/10.1007/s12187-012-9175-1,DAL,,ARTICLE,"Child Indicators Research",2,article
22594,"Estimating the direct and indirect pathways between education and diabetes incidence among Canadian men and women: A mediation analysis",,"Peter Smith,B. T. Smith,Cameron Mustard,Hong Lu,Rick Glazier",2013,,http://www.annalsofepidemiology.org/article/s1047-2797%2812%2900479-6/abstract,UTO,,ARTICLE,"Annals of Epidemiology",3,article
22595,"The future composition of the Canadian labor force: A microsimulation projection",,"Alain Bélanger,Nicolas Bastien",2013,,http://onlinelibrary.wiley.com/doi/10.1111/j.1728-4457.2013.00614.x/abstract,MTL,,ARTICLE,"Population and Development Review",3,article
22596,"Risk-based indicators of Canadians' exposures to environmental carcinogens",,"Eleanor Setton,Perry Hystad,Karla Poplawski,Roslyn Cheasley,Alejandro Cervantes-Larios,C. Peter Keller,Paul A. Demers",2013,,https://ehjournal.biomedcentral.com/articles/10.1186/1476-069X-12-15,UVIC,,ARTICLE,"BMC Environmental Health",15,article
22597,"Gender, family status and physician labour supply",,"Chao Wang,Arthur Sweetman",2013,,http://www.sciencedirect.com/science/article/pii/s0277953613003493,MCM,,ARTICLE,"Social Science and Medicine",,article
22598,"Race, gender, class, sexuality (RGCS) and hypertension",,"Gerry Veenstra",2013,,http://www.sciencedirect.com/science/article/pii/s0277953613002323,BCI,,ARTICLE,"Social Science and Medicine",13-Jul,article
22599,"Environmental risks for pediatric chronic illnesses and conditions: The effects of air pollution on asthma and obesity",,"Phylicia Gonsalves",2013,,,UWO,,MASTERSTHESIS,,,mastersthesis
22600,"Remoteness, transportation infrastructure, and urban-rural population movements in the Arctic",,"Matthew Berman,Lance Howe",2013,,http://www.nordregio.se/en/publications/publications-2013/proceedings-from-the-first-international-conference-on-urbanisation-in-the-arctic/,"COOL,BCI",,ARTICLE,"Proceedings from the first international conference on urbanisation of the arctic working paper",2013:06:00,workpaper
22601,"The relationship between shift work and body mass index among Canadian nurses",,"Peter Smith,Lin Fritschi,Alison Reid,Cameron Mustard",2013,,http://www.appliednursingresearch.org/article/s0897-1897%2812%2900073-0/abstract,UTO,,ARTICLE,"Applied Nursing Research",1,article
22602,"Epilepsy and co-morbid disorders in Canadian children: Data from the National Longitudinal Study of Children and Youth",,"Bradley A. Corbett,Asuri N. Prasad,Jorge G. Burneo",2013,,https://www.youtube.com/watch?v=R3k4rXLoLgc,"UWO,CRDCN,SWO",,MISC,,,video
22603,"The quality of immigrant source country educational outcomes: Do they matter in the receiving country?",,"Qing Li,Arthur Sweetman",2014,,http://www.sciencedirect.com/science/article/pii/s0927537113001280,MCM,,ARTICLE,"Labour Economics",,article
22604,"Poor oral health among middle-income Canadian children: what are the reasons?",,"Kaela Schill",2013,,"http://ucalgary.summon.serialssolutions.com/search?s.cmd=addfacetvaluefilters(subjectterms,social+sciences)&s.fvf=contenttype,dissertation,f&s.light=t&s.q=schill&s.sort=publicationdate:desc",PRC,,MASTERSTHESIS,,,mastersthesis
22605,"Disability stigmatization as a barrier to employment equity for legally-blind Canadians",,"Cecilia Benoit,Mikael Jansson,Martha Jansenberger,Rachel Phillips",2013,,http://www.tandfonline.com/doi/pdf/10.1080/09687599.2012.741518,BCI,,ARTICLE,"Disability and Society",7,article
22606,"The impact of residual symptoms on the recurrence of depression: A population-based study",,"Reginald R. Reyes",2013,,http://theses.ucalgary.ca/handle/11023/1003,PRC,,MASTERSTHESIS,,,mastersthesis
22607,"Boy-Girl differences in parental time investments: Evidence from three countries",,"Michael Baker,Kevin Milligan",2013,,http://www.nber.org/papers/w18893,UTO,,ARTICLE,"National Bureau of Economic Research (NBER) Working Papers",18893,workpaper
22608,"Changes in wage distributions of wage earners in Canada: 2000-2005",,"Kao-Lee Liaw,Lei Xu",2013,,http://ideas.repec.org/p/mcm/qseprr/451.html,MCM,,ARTICLE,"QSEP Research Report",451,workpaper
22609,"Les fins d'emploi de carrière et les emplois de transition vers la retraite selon la profession au Canada, 2002 à 2007",,"Marc-André Fortin",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/9213,MTL,,MASTERSTHESIS,,,mastersthesis
22610,"Demarketing teen tobacco and alcohol use: Negative peer influence and longitudinal roles of parenting and self-esteem",,"Zhiyong Yang,Charles M. Schaninger,Michel Laroche",2013,,http://www.sciencedirect.com/science/article/pii/s0148296312000239,MTL,,ARTICLE,"Journal of Business Research",4,article
22611,"A structural model of educational attainment in Canada",,"Jörgen Hansen,Xingfei Liu",2013,,http://www.iza.org/en/webcontent/publications/papers/viewabstract?dp_id=7237,MTL,,ARTICLE,"Institute for the Study of Labor (IZA) Discussion Paper",7237,workpaper
22612,"Revenus de travail et rendement des attributs linguistiques au Québec en 2005 et depuis 1970",,"Francois Vaillancourt,Julien Tousignant,Joëlle Chatel-DeRepentigny,Simon Coutu-Mantha",2013,,http://utpjournals.metapress.com/content/1650715001q40264/?p=38256d0c81ce482788e0b4c7b967687d&pi=2,MTL,,ARTICLE,"Canadian Public Policy","Special Supplement",article
22613,"Les profils de revenu des personnes à faible revenu",,"Stéphane Crespo",2013,,http://www.stat.gouv.qc.ca/statistiques/conditions-vie-societe/revenu/faible-revenu/profils-revenu-faible.html,MTL,,ARTICLE,"Hors série",,workpaper
22614,"Fighting poverty: assessing the effect of guaranteed minimum income proposals in Quebec",,"Nicholas-James Clavet,Jean-Yves Duclos,Guy Lacroix",2013,,http://muse.jhu.edu/login?auth=0&type=summary&url=/journals/canadian_public_policy/v039/39.4.clavet.html,MTL,,ARTICLE,"Canadian Public Policy",4,article
22615,"Fécondité des femmes immigrantes et descendantes d'immigrantes selon le statut conjugal au Québec",,"Philippe Pelletier",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/10011,MTL,,MASTERSTHESIS,,,mastersthesis
22616,"Trajectoires de pauvreté et monoparentalité: Le Québec dans une perspective comparative",,"Hicham Raïq,Charles Plante",2013,,http://www.erudit.org/revue/socsoc/2013/v45/n1/1016396ar.html#no6,MTL,,ARTICLE,"Sociologie et sociétés",1,article
22617,"An analysis of a foundational learning program in BC: the Foundations Workplace Skills Program (FWSP) at Douglas College",,"David Gray,Louis-Philippe Morin",2013,,http://www.clsrn.econ.ubc.ca/workingpapers/CLSRN%20Working%20Paper%20no.%20123%20-%20Abstract.pdf,COOL,,ARTICLE,"Canadian Labour Market and Skills Researcher Network (CLSRN) Working Paper","No. 123",workpaper
22618,"High work stress as a risk factor for problematic alcohol use in the Canadian working population",,"Arden Birney",2013,,http://theses.ucalgary.ca//handle/11023/1016,PRC,,MASTERSTHESIS,,,mastersthesis
22619,"Preferences, social capital, and compulsory volunteering",,"Wei Yang",2013,,http://www.sciencedirect.com/science/article/pii/s0165176513001328,MCM,,ARTICLE,"Economics Letters",1,article
22620,"Urinary metabolites of organophosphate and pyrethroid pesticides and behavioral problems in Canadian children",,"Youssef Oulhote,Maryse F. Bouchard",2013,,http://www.ncbi.nlm.nih.gov/pubmed/24149046,MTL,,ARTICLE,"Environmental Health Perspectives",,article
22621,"Le lien entre le secteur industriel, la profession et les blessures",,"Pierre Durand,Nancy Beauregard,Alain Marchand,Andree Demers",2013,,http://www.irsst.qc.ca/prevention-au-travail/media/documents/fr/prev/v26_01/28-31.pdf,MTL,,TECHREPORT,"Prevention au Travail",,report
22622,"Definition and measurement of asset poverty in Canada",,"David W. Rothwell,Robert Haveman",2013,,http://ssrn.com/abstract=2367057,MTL,,ARTICLE,"Social Science Research Network (SSRN) Working Papers Series",2367057,workpaper
22623,"Factors associated with underscreening for cervical cancer among women in Canada",,"Nour Schoueri-Mychasiw,Paul W. McDonald",2013,,,"SWO,UTO",,ARTICLE,"Asian Pacific Journal of Cancer Prevention",11,article
22624,"Deconstructing young adults' religious (dis)engagement in Statistics Canada's religiosity index",,"Ashley D. Doyle",2013,,http://dalspace.library.dal.ca/handle/10222/21442,DAL,,MASTERSTHESIS,,,mastersthesis
22625,"Pathways of neighbourhood-level socio-economic determinants of adverse birth outcomes",,"Gang Meng,Mary E. Thompson,G. Brent Hall",2013,,http://www.ij-healthgeographics.com/content/12/1/32,SWO,,ARTICLE,"International Journal of Health Geographics",32,article
22626,"Risk factors for diabetes mellitus: A comparative analysis of subpopulation differences in a large Canadian sample",,"Michael James Taylor",2013,,http://ir.lib.uwo.ca/etd/1490/,"SWO,UWO",,MASTERSTHESIS,,,mastersthesis
22627,"Geographic variation in work injuries: a multilevel analysis of individual-level data and area-level factors within Canada",,"Sara Morassaei,F. Curtis Breslin,Selahadin A. Ibrahim,Peter M. Smith,Cameron A. Mustard,Benjamin C. Amick,Ketan Shankardass,Jeremy Petch",2013,,http://www.annalsofepidemiology.org/article/s1047-2797%2813%2900065-3/abstract,UTO,,ARTICLE,"Annals of Epidemiology",5,article
22628,"Education-to-job mismatch and the risk of work injury",,"Stephanie Premji,Peter M. Smith",2013,,http://injuryprevention.bmj.com/content/19/2/106.abstract,UTO,,ARTICLE,"Injury Prevention",2,article
22629,"Early child care effects on later behavioral outcomes using a Canadian nation-wide sample",,"Lyzon K. Babchishin,Kelly Weegar,Elisa Romano",2013,,http://www.ccsenet.org/journal/index.php/jedp/article/view/27435,COOL,,ARTICLE,"Journal of Educational and Developmental Psychology",2,article
22630,"Diplômés du collège et de l'université : Une comparaison des immigrants et natifs au Québec en 2006",,"Claude Raymond Alexis",2013,,https://papyrus.bib.umontreal.ca/xmlui/handle/1866/10237,MTL,,MASTERSTHESIS,,,mastersthesis
22631,"Exploring differences in Canadian adult men and women with Diabetes management: Results from the Canadian Community Health Survey",,"Margaret De Melo,Eric de Sa,Enza Gucciardi",2013,,http://www.ncbi.nlm.nih.gov/pubmed/24262007,UTO,,ARTICLE,"BMC Public Health",1089,article
22632,"Health status among Black Canadians: Results from a national survey",,"Lydie A. Lebrun,Thomas A. LaVeist",2013,,https://www.questia.com/library/journal/1g1-345609920/health-status-among-black-canadians-results-from,COOL,,ARTICLE,"Canadian Ethnic Studies / Études ethniques au Canada",2-Jan,article
22633,"Episodes of non-employment among immigrants from developing countries in Canada",,"Said A. Aboubacar,Nong Zhu",2013,,http://ejournals.library.ualberta.ca/index.php/csp/article/view/19629,MTL,,ARTICLE,"Canadian Studies in Population",2-Jan,article
22634,"The short term fertility of Canadian immigrants around arrival",,"Alicia Adsera,Ana M. Ferrer",2013,,http://ftp.iza.org/dp7289.pdf,"SWO,PRC",,ARTICLE,"Institute for the Study of Labor (IZA) Discussion Paper",7289,workpaper
22635,"In Canada we trust: Explaining ethno-racial differences in social and political trust",,"Monica Mi Hee Hwang",2013,,https://circle.ubc.ca/handle/2429/45063,BCI,,PHDTHESIS,,,phdthesis
22636,"Patterns of participation across a range of activities among Canadian children with neurodevelopmental disorders and disabilities",,"Louise C. Mâsse,Anton R. Miller,Jane Shen,Veronica Schiariti,Lori Roxborough",2013,,http://onlinelibrary.wiley.com/doi/10.1111/dmcn.12167/abstract,BCI,,ARTICLE,"Developmental Medicine and Child Neurology",8,article
22637,"Polypharmacy meets polyherbacy: Pharmaceutical, over-the-counter, and natural health product use among Canadian adults",,"Kristine M. E. Votova,Regis Blais,Margaret J. Penning,Malcolm K. MacLure",2013,,http://www.ncbi.nlm.nih.gov/pubmed/23823886,BCI,,ARTICLE,"Canadian Journal of Public Health",3,article
22638,"L'évolution des sources de revenus des Québécois de 2012 à 2030 : Une analyse de micro-simulation",,"Jean-Yves Duclos,Bernard Fortin,Steeve Marchand",2013,,,MTL,"Le Québec économique 2012 : Le point sur le revenu des Québécois",INBOOK,,,bookchap
22639,"Factors influencing retirement timing among immigrants",,"Jorge Uriarte-Landa,My-Phuong Van,Benoit-Paul Hebert",2013,,https://www.youtube.com/watch?v=8Ie0-TXPvWU,"CRDCN,SWO",,MISC,,,video
